Date,Open,High,Low,Close,Adj Close,Volume
1988-07-04,44.172001,46.092999,44.172001,46.092999,7.346286,0
1988-07-11,null,null,null,null,null,null
1988-07-18,45.132000,45.132000,44.172001,44.172001,7.040123,0
1988-07-25,44.172001,44.172001,44.172001,44.172001,7.040123,0
1988-08-01,45.132000,45.132000,44.172001,44.172001,7.040123,0
1988-08-08,45.132000,45.132000,43.212002,43.212002,6.887112,0
1988-08-15,44.172001,44.172001,43.212002,43.212002,6.887112,0
1988-08-22,44.172001,44.172001,42.251999,42.251999,6.734110,0
1988-08-29,42.251999,44.172001,42.251999,44.172001,7.040123,0
1988-09-05,43.212002,43.212002,42.251999,42.251999,6.734110,0
1988-09-12,null,null,null,null,null,null
1988-09-19,42.251999,43.212002,42.251999,43.212002,6.887112,0
1988-09-26,43.212002,43.212002,42.251999,42.251999,6.734110,0
1988-10-03,43.212002,43.212002,43.212002,43.212002,6.887112,0
1988-10-10,45.132000,45.132000,44.172001,44.172001,7.040123,0
1988-10-17,45.132000,45.132000,43.212002,43.212002,6.887112,0
1988-10-24,42.251999,44.172001,42.251999,42.251999,6.734110,0
1988-10-31,43.212002,43.212002,41.291000,41.291000,6.580945,0
1988-11-07,42.251999,43.212002,41.291000,41.291000,6.580945,0
1988-11-14,40.331001,41.291000,40.331001,41.291000,6.580945,0
1988-11-21,40.331001,41.291000,40.331001,41.291000,6.580945,0
1988-11-28,40.331001,40.331001,40.331001,40.331001,6.427941,0
1988-12-05,41.291000,41.291000,41.291000,41.291000,6.580945,0
1988-12-12,null,null,null,null,null,null
1988-12-19,42.251999,42.251999,42.251999,42.251999,6.734110,0
1988-12-26,42.251999,43.212002,42.251999,42.251999,6.734110,0
1989-01-02,42.251999,44.172001,42.251999,44.172001,7.040123,0
1989-01-09,45.132000,46.092999,45.132000,46.092999,7.346286,0
1989-01-16,47.053001,47.053001,47.053001,47.053001,7.499293,0
1989-01-23,46.092999,48.013000,46.092999,48.013000,7.652298,0
1989-01-30,50.894001,51.854000,49.933998,51.854000,8.264473,0
1989-02-06,52.813999,52.813999,51.854000,51.854000,8.264473,0
1989-02-13,50.894001,50.894001,49.933998,49.933998,7.958464,0
1989-02-20,50.894001,51.854000,50.894001,50.894001,8.111467,0
1989-02-27,49.933998,51.854000,49.933998,51.854000,8.264473,0
1989-03-06,52.813999,52.813999,51.854000,51.854000,8.264473,0
1989-03-13,50.894001,53.775002,50.894001,52.813999,8.417476,0
1989-03-20,53.775002,53.775002,52.813999,52.813999,8.417476,0
