DATE,VALUE
1990-04-01,54.5530489374180
1990-07-01,55.4953160884381
1990-10-01,56.4375832394582
1991-01-01,56.8594939040941
1991-04-01,57.1970224358028
1991-07-01,57.6329967892598
1991-10-01,58.1111622091805
1992-01-01,58.5049454961740
1992-04-01,58.9549835384522
1992-07-01,59.4050215807305
1992-10-01,59.9253780671147
1993-01-01,60.3613524205718
1993-04-01,60.7973267740289
1993-07-01,61.0786005504528
1993-10-01,61.5848933480158
1994-01-01,61.8942945020821
1994-04-01,62.2458867226120
1994-07-01,62.8224979642810
1994-10-01,63.1881538736321
1995-01-01,63.6522556047316
1995-04-01,64.1726120911158
1995-07-01,64.4960769340033
1995-10-01,64.8476691545332
1996-01-01,65.4242803962022
1996-04-01,65.9868279490500
1996-07-01,66.3665475472223
1996-10-01,66.9431587888914
1997-01-01,67.3510057647060
1997-04-01,67.5057063417392
1997-07-01,67.8432348734479
1997-10-01,68.2088907827990
1998-01-01,68.3495276710109
1998-04-01,68.5745466921500
1998-07-01,68.9261389126800
1998-10-01,69.2496037555674
1999-01-01,69.5027501543490
1999-04-01,70.0231066407332
1999-07-01,70.5434631271175
1999-10-01,71.0638196135017
2000-01-01,71.7670040545615
2000-04-01,72.3295516074093
2000-07-01,72.9905449820055
2000-10-01,73.5109014683898
2001-01-01,74.2140859094495
2001-04-01,74.7344423958338
2001-07-01,74.9453977281517
2001-10-01,74.8891429728669
2002-01-01,75.1282256828272
2002-04-01,75.7189006133174
2002-07-01,76.1267475891321
2002-10-01,76.5767856314104
2003-01-01,77.3643522053974
2003-04-01,77.2377790060066
2003-07-01,77.8143902476756
2003-10-01,78.1097277129207
2004-01-01,78.7707210875169
2004-04-01,79.3895233956495
2004-07-01,79.8958161932126
2004-10-01,80.7537012113055
2005-01-01,81.1615481871202
2005-04-01,81.7100320511468
2005-07-01,82.9476366674120
2005-10-01,83.7211395525778
2006-01-01,84.1571139060348
2006-04-01,84.9165531023794
2006-07-01,85.7181833651876
2006-10-01,85.3665911446577
2007-01-01,86.2035212664070
2007-04-01,87.1798225443744
2007-07-01,87.7316816937182
2007-10-01,88.8078351623160
2008-01-01,89.7697914776858
2008-04-01,90.9376401973979
2008-07-01,92.3397899728711
2008-10-01,90.2250330848279
2009-01-01,89.6044024971486
2009-04-01,90.0808802744107
2009-07-01,90.8559301653468
2009-10-01,91.5672715459228
2010-01-01,91.7124088145576
2010-04-01,91.6800623302688
2010-07-01,91.9488194236419
2010-10-01,92.6933511098360
2011-01-01,93.6825909815189
2011-04-01,94.7477747728362
2011-07-01,95.3655926227514
2011-10-01,95.7936913104686
2012-01-01,96.3331744136496
2012-04-01,96.5365353540041
2012-07-01,96.9723690705730
2012-10-01,97.6171892030248
2013-01-01,98.0095661211362
2013-04-01,97.9022601754304
2013-07-01,98.4317580595484
2013-10-01,98.7957263262410
2014-01-01,99.4110127121683
2014-04-01,99.9389635905160
2014-07-01,100.1946414532850
2014-10-01,99.9457141611502
2015-01-01,99.2987844753752
2015-04-01,99.9759510921157
2015-07-01,100.3535611369650
2015-10-01,100.3459667450010
2016-01-01,100.3206521051230
2016-04-01,101.0362125923460
2016-07-01,101.5080493522970
2016-10-01,102.1510412052020
2017-01-01,102.8711020728470
2017-04-01,102.9691259839310
2017-07-01,103.5195787643920
2017-10-01,104.3174118312190
2018-01-01,105.1547638636330
2018-04-01,105.7270153617670
2018-07-01,106.2719833035890
2018-10-01,106.6156998583790
2019-01-01,106.8595642225380
2019-04-01,107.6592255689110
2019-07-01,108.1461104759010
2019-10-01,108.7822111212840
2020-01-01,109.1093325232650
2020-04-01,108.1334531559620
